timestamp,trial_num,trial_type,response
2025-04-04 10:46:27.537013,5,new,correct
2025-04-04 10:46:27.537804,5,new,correct
2025-04-04 10:46:27.538511,5,new,correct
2025-04-04 10:46:27.539132,5,new,correct
2025-04-04 10:46:27.539748,5,new,correct
2025-04-04 10:46:27.540375,5,new,correct
2025-04-04 10:46:27.540985,5,new,correct
2025-04-04 10:46:27.541620,5,new,correct
2025-04-04 10:46:27.542239,5,new,correct
2025-04-04 10:46:27.542843,5,new,correct
2025-04-04 10:46:27.543448,5,new,correct
2025-04-04 10:46:27.544051,5,new,correct
2025-04-04 10:46:27.544651,5,new,correct
2025-04-04 10:46:27.545253,5,new,correct
2025-04-04 10:46:27.545850,5,new,correct
2025-04-04 10:46:27.546458,5,new,correct
2025-04-04 10:46:27.547062,5,new,correct
2025-04-04 10:46:27.547662,5,new,correct
2025-04-04 10:46:27.548264,5,new,correct
2025-04-04 10:46:27.548860,5,new,correct
2025-04-04 10:46:27.549465,5,new,correct
2025-04-04 10:46:27.550064,5,new,correct
2025-04-04 10:46:27.550647,5,new,correct
2025-04-04 10:46:27.551235,5,new,correct
2025-04-04 10:46:27.551820,5,new,correct
2025-04-04 10:46:27.552406,5,new,correct
2025-04-04 10:46:27.553011,5,new,correct
2025-04-04 10:46:27.553599,5,new,correct
2025-04-04 10:46:27.554191,5,new,correct
2025-04-04 10:46:27.554772,5,new,correct
2025-04-04 10:46:27.555363,5,new,correct
2025-04-04 10:46:27.555962,5,new,correct
2025-04-04 10:46:27.556553,5,new,correct
2025-04-04 10:46:27.557144,5,new,correct
2025-04-04 10:46:27.557734,5,new,correct
2025-04-04 10:46:27.558333,5,new,correct
2025-04-04 10:46:27.558930,5,new,correct
2025-04-04 10:46:27.559524,5,new,correct
2025-04-04 10:46:27.560132,5,new,correct
2025-04-04 10:46:27.560725,5,new,correct
2025-04-04 10:46:27.561344,5,new,correct
2025-04-04 10:46:27.561956,5,new,correct
2025-04-04 10:46:27.562556,5,new,correct
2025-04-04 10:46:27.563157,5,new,correct
2025-04-04 10:46:27.563754,5,new,correct
2025-04-04 10:46:27.564358,5,new,correct
2025-04-04 10:46:27.564966,5,new,correct
2025-04-04 10:46:27.565572,5,new,correct
2025-04-04 10:46:27.566179,5,new,correct
2025-04-04 10:46:27.566781,5,new,correct
2025-04-04 10:46:27.567394,5,new,correct
2025-04-04 10:46:27.568006,5,new,correct
2025-04-04 10:46:27.568611,5,new,correct
2025-04-04 10:46:27.569226,5,new,correct
2025-04-04 10:46:27.569824,5,new,correct
2025-04-04 10:46:27.570426,5,new,correct
2025-04-04 10:46:27.571027,5,new,correct
2025-04-04 10:46:27.571618,5,new,correct
2025-04-04 10:46:27.572224,5,new,correct
2025-04-04 10:46:27.572818,5,new,correct
2025-04-04 10:46:27.573429,5,new,correct
2025-04-04 10:46:27.574039,5,new,correct
2025-04-04 10:46:27.574637,5,new,correct
2025-04-04 10:46:27.575242,5,new,correct
2025-04-04 10:46:27.575841,5,new,correct
2025-04-04 10:46:27.576450,5,new,correct
2025-04-04 10:46:27.577069,5,new,correct
2025-04-04 10:46:27.577677,5,new,correct
2025-04-04 10:46:27.578277,5,new,correct
2025-04-04 10:46:27.578884,5,new,correct
2025-04-04 10:46:27.579487,5,new,correct
2025-04-04 10:46:27.580108,5,new,correct
2025-04-04 10:46:27.580714,5,new,correct
2025-04-04 10:46:27.581342,5,new,correct
2025-04-04 10:46:27.581971,5,new,correct
2025-04-04 10:46:27.582589,5,new,correct
2025-04-04 10:46:27.583216,5,new,correct
2025-04-04 10:46:27.583844,5,new,correct
2025-04-04 10:46:27.584472,5,new,correct
2025-04-04 10:46:27.585097,5,new,correct
2025-04-04 10:46:27.585705,5,new,correct
2025-04-04 10:46:27.586325,5,new,correct
2025-04-04 10:46:27.586948,5,new,correct
2025-04-04 10:46:27.587569,5,new,correct
2025-04-04 10:46:27.588286,5,new,correct
2025-04-04 10:46:27.588925,5,new,correct
2025-04-04 10:46:27.589551,5,new,correct
2025-04-04 10:46:27.590180,5,new,correct
2025-04-04 10:46:27.590803,5,new,correct
2025-04-04 10:46:27.591431,5,new,correct
2025-04-04 10:46:27.592059,5,new,correct
2025-04-04 10:46:27.592673,5,new,correct
2025-04-04 10:46:27.593300,5,new,correct
2025-04-04 10:46:27.593931,5,new,correct
2025-04-04 10:46:27.594568,5,new,correct
2025-04-04 10:46:27.595204,5,new,correct
2025-04-04 10:46:27.595824,5,new,correct
2025-04-04 10:46:27.596457,5,new,correct
2025-04-04 10:46:27.597084,5,new,correct
2025-04-04 10:46:27.597720,5,new,correct
2025-04-04 10:46:27.598365,5,new,correct
2025-04-04 10:46:27.599008,5,new,correct
2025-04-04 10:46:27.599643,5,new,correct
2025-04-04 10:46:27.600290,5,new,correct
2025-04-04 10:46:27.600931,5,new,correct
2025-04-04 10:46:27.601578,5,new,correct
2025-04-04 10:46:27.602223,5,new,correct
2025-04-04 10:46:27.602868,5,new,correct
2025-04-04 10:46:27.603518,5,new,correct
2025-04-04 10:46:27.604169,5,new,correct
2025-04-04 10:46:27.604833,5,new,correct
2025-04-04 10:46:27.605493,5,new,correct
2025-04-04 10:46:27.606157,5,new,correct
2025-04-04 10:46:27.606804,5,new,correct
2025-04-04 10:46:27.607489,5,new,correct
2025-04-04 10:46:27.608152,5,new,correct
2025-04-04 10:46:27.608826,5,new,correct
2025-04-04 10:46:27.609485,5,new,correct
2025-04-04 10:46:27.610142,5,new,correct
2025-04-04 10:46:27.610800,5,new,correct
2025-04-04 10:46:27.611457,5,new,correct
2025-04-04 10:46:27.612122,5,new,correct
2025-04-04 10:46:27.612773,5,new,correct
2025-04-04 10:46:27.613436,5,new,correct
2025-04-04 10:46:27.614101,5,new,correct
2025-04-04 10:46:27.614760,5,new,correct
2025-04-04 10:46:27.615431,5,new,correct
2025-04-04 10:46:27.616097,5,new,correct
2025-04-04 10:46:27.616760,5,new,correct
2025-04-04 10:46:27.617428,5,new,correct
2025-04-04 10:46:27.618106,5,new,correct
2025-04-04 10:46:27.618766,5,new,correct
2025-04-04 10:46:27.619430,5,new,correct
2025-04-04 10:46:27.620103,5,new,correct
2025-04-04 10:46:27.620779,5,new,correct
2025-04-04 10:46:27.621453,5,new,correct
2025-04-04 10:46:27.622123,5,new,correct
2025-04-04 10:46:27.622788,5,new,correct
2025-04-04 10:46:27.623459,5,new,correct
2025-04-04 10:46:27.624137,5,new,correct
2025-04-04 10:46:27.624797,5,new,correct
2025-04-04 10:46:27.625478,5,new,correct
2025-04-04 10:46:27.626151,5,new,correct
2025-04-04 10:46:27.626815,5,new,correct
2025-04-04 10:46:27.627492,5,new,correct
2025-04-04 10:46:27.628173,5,new,correct
2025-04-04 10:46:27.628845,5,new,correct
2025-04-04 10:46:27.629520,5,new,correct
2025-04-04 10:46:27.630205,5,new,correct
2025-04-04 10:46:27.630883,5,new,correct
2025-04-04 10:46:27.631557,5,new,correct
2025-04-04 10:46:27.632241,5,new,correct
2025-04-04 10:46:27.632911,5,new,correct
2025-04-04 10:46:27.633579,5,new,correct
2025-04-04 10:46:27.634257,5,new,correct
2025-04-04 10:46:27.634934,5,new,correct
2025-04-04 10:46:27.635619,5,new,correct
2025-04-04 10:46:27.636303,5,new,correct
2025-04-04 10:46:27.636994,5,new,correct
2025-04-04 10:46:27.637670,5,new,correct
2025-04-04 10:46:27.638352,5,new,correct
2025-04-04 10:46:27.639040,5,new,correct
2025-04-04 10:46:27.639716,5,new,correct
2025-04-04 10:46:27.640410,5,new,correct
2025-04-04 10:46:27.641108,5,new,correct
2025-04-04 10:46:27.641790,5,new,correct
2025-04-04 10:46:27.642495,5,new,correct
2025-04-04 10:46:27.643191,5,new,correct
2025-04-04 10:46:27.643868,5,new,correct
2025-04-04 10:46:27.644558,5,new,correct
2025-04-04 10:46:27.645255,5,new,correct
2025-04-04 10:46:27.645950,5,new,correct
2025-04-04 10:46:27.646643,5,new,correct
2025-04-04 10:46:27.647338,5,new,correct
2025-04-04 10:46:27.648029,5,new,correct
2025-04-04 10:46:27.648716,5,new,correct
2025-04-04 10:46:27.649410,5,new,correct
2025-04-04 10:46:27.650104,5,new,correct
2025-04-04 10:46:27.650793,5,new,correct
2025-04-04 10:46:27.651494,5,new,correct
2025-04-04 10:46:27.652187,5,new,correct
2025-04-04 10:46:27.652883,5,new,correct
2025-04-04 10:46:27.653575,5,new,correct
2025-04-04 10:46:27.654283,5,new,correct
2025-04-04 10:46:27.654985,5,new,correct
2025-04-04 10:46:27.655678,5,new,correct
2025-04-04 10:46:27.656392,5,new,correct
2025-04-04 10:46:27.657109,5,new,correct
2025-04-04 10:46:27.657812,5,new,correct
2025-04-04 10:46:27.658517,5,new,correct
2025-04-04 10:46:27.659222,5,new,correct
2025-04-04 10:46:27.659931,5,new,correct
2025-04-04 10:46:27.660629,5,new,correct
2025-04-04 10:46:27.661344,5,new,correct
2025-04-04 10:46:27.662061,5,new,correct
2025-04-04 10:46:27.662763,5,new,correct
2025-04-04 10:46:27.663484,5,new,correct
2025-04-04 10:46:27.664206,5,new,correct
2025-04-04 10:46:27.664935,5,new,correct
2025-04-04 10:46:27.665647,5,new,correct
2025-04-04 10:46:27.666373,5,new,correct
2025-04-04 10:46:27.667114,5,new,correct
2025-04-04 10:46:27.667827,5,new,correct
2025-04-04 10:46:27.668555,5,new,correct
2025-04-04 10:46:27.669283,5,new,correct
2025-04-04 10:46:27.670014,5,new,correct
2025-04-04 10:46:27.670731,5,new,correct
2025-04-04 10:46:27.671462,5,new,correct
2025-04-04 10:46:27.672199,5,new,correct
2025-04-04 10:46:27.672930,5,new,correct
2025-04-04 10:46:27.673659,5,new,correct
2025-04-04 10:46:27.674397,5,new,correct
2025-04-04 10:46:27.675131,5,new,correct
2025-04-04 10:46:27.675860,5,new,correct
2025-04-04 10:46:27.676597,5,new,correct
2025-04-04 10:46:27.677356,5,new,correct
2025-04-04 10:46:27.678089,5,new,correct
2025-04-04 10:46:27.678819,5,new,correct
2025-04-04 10:46:27.679554,5,new,correct
2025-04-04 10:46:27.680281,5,new,correct
2025-04-04 10:46:27.681015,5,new,correct
2025-04-04 10:46:27.681746,5,new,correct
2025-04-04 10:46:27.682478,5,new,correct
2025-04-04 10:46:27.683213,5,new,correct
2025-04-04 10:46:27.683964,5,new,correct
2025-04-04 10:46:27.684697,5,new,correct
2025-04-04 10:46:27.685431,5,new,correct
2025-04-04 10:46:27.686183,5,new,correct
2025-04-04 10:46:27.686928,5,new,correct
2025-04-04 10:46:27.687676,5,new,correct
2025-04-04 10:46:27.688418,5,new,correct
2025-04-04 10:46:27.689178,5,new,correct
2025-04-04 10:46:27.689922,5,new,correct
2025-04-04 10:46:27.690655,5,new,correct
2025-04-04 10:46:27.691414,5,new,correct
