"speed","snr","snr_char","insert","freq_bins_smooth","mean_power_smooth_rel","sem_upper","sem_lower"
"2048 ms",0.8,"4/5","2 inserts",0.131465517241379,0.0418513576726132,0.0663338052038168,0.0173689101414095
"2048 ms",0.8,"4/5","2 inserts",0.133620689655172,0.0386251312899298,0.0597016960419848,0.0175485665378747
"2048 ms",0.8,"4/5","2 inserts",0.135775862068965,0.03687249859252,0.0573035880290128,0.0164414091560272
"2048 ms",0.8,"4/5","2 inserts",0.137931034482759,0.0346590581285399,0.0553652095033994,0.0139529067536803
"2048 ms",0.8,"4/5","2 inserts",0.140086206896552,0.0346904613213613,0.0547185281080229,0.0146623945346997
"2048 ms",0.8,"4/5","2 inserts",0.142241379310345,0.0388437946603145,0.0593159113687848,0.0183716779518441
"2048 ms",0.8,"4/5","2 inserts",0.144396551724138,0.0326282471495721,0.0541747737036471,0.0110817205954972
"2048 ms",0.8,"4/5","2 inserts",0.146551724137931,0.0440428093920685,0.066472186334858,0.021613432449279
"2048 ms",0.8,"4/5","2 inserts",0.148706896551724,0.0557981475988794,0.0800837364568419,0.0315125587409169
"2048 ms",0.8,"4/5","2 inserts",0.150862068965517,0.0423937169790111,0.0673506046858031,0.017436829272219
"2048 ms",0.8,"4/5","2 inserts",0.15301724137931,0.0325122270553548,0.0573147197997555,0.0077097343109541
"2048 ms",0.8,"4/5","2 inserts",0.155172413793103,0.0270961697810538,0.0508735034997922,0.00331883606231532
"2048 ms",0.8,"4/5","2 inserts",0.157327586206897,0.012230267816601,0.0366361121283281,-0.012175576495126
"2048 ms",0.8,"4/5","2 inserts",0.15948275862069,0.0124123879194812,0.0346433752731394,-0.00981859943417707
"2048 ms",0.8,"4/5","2 inserts",0.161637931034483,0.0151752137473135,0.0363369699891856,-0.00598654249455853
"2048 ms",0.8,"4/5","2 inserts",0.163793103448276,0.0120837598414379,0.033968669720873,-0.00980115003799718
"2048 ms",0.8,"4/5","2 inserts",0.165948275862069,0.00822258308089005,0.0323190020806242,-0.0158738359188441
"2048 ms",0.8,"4/5","2 inserts",0.168103448275862,-0.00431801583017575,0.020213971935183,-0.0288500035955345
"2048 ms",0.8,"4/5","2 inserts",0.170258620689655,-0.00361237864111643,0.0228417072389087,-0.0300664645211415
"2048 ms",0.8,"4/5","2 inserts",0.172413793103448,-0.0113424596981977,0.0147170953495993,-0.0374020147459947
"2048 ms",0.8,"4/5","2 inserts",0.174568965517241,-0.016048426199123,0.00919465344429761,-0.0412915058425436
"2048 ms",0.8,"4/5","2 inserts",0.176724137931034,-0.0162001654413607,0.00965856463856436,-0.0420588955212858
"2048 ms",0.8,"4/5","2 inserts",0.178879310344828,-0.0190245813980073,0.00481894631986345,-0.0428681091158781
"2048 ms",0.8,"4/5","2 inserts",0.181034482758621,-0.0188897776156898,0.00564470148740177,-0.0434242567187813
"2048 ms",0.8,"4/5","2 inserts",0.183189655172414,-0.0164170028893746,0.00895761486739408,-0.0417916206461432
"2048 ms",0.8,"4/5","2 inserts",0.185344827586207,-0.0128485025264756,0.0127657885318676,-0.0384627935848188
"2048 ms",0.8,"4/5","2 inserts",0.1875,-0.00967233476988547,0.0167913219533603,-0.0361359914931313
"2048 ms",0.8,"4/5","2 inserts",0.189655172413793,-0.0131976057567591,0.0124148583887742,-0.0388100699022925
"2048 ms",0.8,"4/5","2 inserts",0.191810344827586,-0.0222788030242088,0.00210877616051024,-0.0466663822089279
"2048 ms",0.8,"4/5","2 inserts",0.193965517241379,-0.021835419675845,0.00275197281034125,-0.0464228121620313
"2048 ms",0.8,"4/5","2 inserts",0.196120689655172,-0.0240857965708022,0.000622267995622192,-0.0487938611372266
"2048 ms",0.8,"4/5","2 inserts",0.198275862068966,-0.03082152004613,-0.00673794724039154,-0.0549050928518685
"2048 ms",0.8,"4/5","2 inserts",0.200431034482759,-0.0221037827968643,0.00270479882017111,-0.0469123644138996
"2048 ms",0.8,"4/5","2 inserts",0.202586206896552,-0.0218475191907417,0.00327393346887943,-0.0469689718503628
"2048 ms",0.8,"4/5","2 inserts",0.204741379310345,-0.0222158628714804,0.00417111964798825,-0.048602845390949
"2048 ms",0.8,"4/5","2 inserts",0.206896551724138,-0.00645337399867157,0.0190391924969141,-0.0319459404942573
"2048 ms",0.8,"4/5","2 inserts",0.209051724137931,-0.00565305562337635,0.0183402129676307,-0.0296463242143834
"2048 ms",0.8,"4/5","2 inserts",0.211206896551724,-0.0020584938737534,0.0243954780804091,-0.0285124658279159
"2048 ms",0.8,"4/5","2 inserts",0.213362068965517,0.00137186233010064,0.0295256803701168,-0.0267819557099155
"2048 ms",0.8,"4/5","2 inserts",0.21551724137931,-0.000325872793883519,0.0284380828132002,-0.0290898284009672
"2048 ms",0.8,"4/5","2 inserts",0.217672413793103,0.00620839440231737,0.0351349948742715,-0.0227182060696368
"2048 ms",0.8,"4/5","2 inserts",0.219827586206897,0.00957085214620606,0.0388759539224672,-0.0197342496300551
"2048 ms",0.8,"4/5","2 inserts",0.22198275862069,0.0121987630325982,0.0420409789213107,-0.0176434528561142
"2048 ms",0.8,"4/5","2 inserts",0.224137931034483,0.0188174451842747,0.0482792710847205,-0.0106443807161711
"2048 ms",0.8,"4/5","2 inserts",0.226293103448276,0.0247379351028766,0.0539310616292944,-0.00445519142354125
"2048 ms",0.8,"4/5","2 inserts",0.228448275862069,0.0331295953091888,0.0629002534984278,0.00335893711994966
"2048 ms",0.8,"4/5","2 inserts",0.230603448275862,0.0476069117674611,0.0774060909610798,0.0178077325738424
"2048 ms",0.8,"4/5","2 inserts",0.232758620689655,0.0490947213671507,0.0769019745618767,0.0212874681724247
"2048 ms",0.8,"4/5","2 inserts",0.234913793103448,0.0508119402492045,0.0773803722223187,0.0242435082760903
"2048 ms",0.8,"4/5","2 inserts",0.237068965517241,0.0442260754693036,0.0678310446262474,0.0206211063123598
"2048 ms",0.8,"4/5","2 inserts",0.239224137931034,0.0396738714110405,0.0610489574820484,0.0182987853400326
"2048 ms",0.8,"4/5","2 inserts",0.241379310344828,0.0486099531401139,0.0691214349104513,0.0280984713697765
"2048 ms",0.8,"4/5","2 inserts",0.243534482758621,0.049969754034743,0.072649426865427,0.0272900812040589
"2048 ms",0.8,"4/5","2 inserts",0.245689655172414,0.0511855562292952,0.0764479030409435,0.0259232094176468
"2048 ms",0.8,"4/5","2 inserts",0.247844827586207,0.0549392914205116,0.0820517496925174,0.0278268331485058
"2048 ms",0.8,"4/5","2 inserts",0.25,0.0512521447957018,0.0793386659285531,0.0231656236628505
"2048 ms",0.8,"4/5","2 inserts",0.252155172413793,0.0481832634263851,0.078723233863833,0.0176432929889372
"2048 ms",0.8,"4/5","2 inserts",0.254310344827586,0.0489513685516483,0.0784784052014334,0.0194243319018632
"2048 ms",0.8,"4/5","2 inserts",0.256465517241379,0.0388580517607447,0.0659964147416503,0.0117196887798391
"2048 ms",0.8,"4/5","2 inserts",0.258620689655172,0.0320301897432973,0.0586346293503158,0.00542575013627875
"2048 ms",0.8,"4/5","2 inserts",0.260775862068966,0.0280602616017661,0.0519204836965191,0.00420003950701307
"2048 ms",0.8,"4/5","2 inserts",0.262931034482759,0.0269052152722212,0.0510204269518987,0.00279000359254362
"2048 ms",0.8,"4/5","2 inserts",0.265086206896552,0.0189349182568481,0.0415863014503186,-0.00371646493662234
"2048 ms",0.8,"4/5","2 inserts",0.267241379310345,0.00759509841809751,0.0295681037191085,-0.0143779068829135
"2048 ms",0.8,"4/5","2 inserts",0.269396551724138,0.00589407467462309,0.0285983998593282,-0.016810250510082
"2048 ms",0.8,"4/5","2 inserts",0.271551724137931,0.00689588140241992,0.0303005175459581,-0.0165087547411183
"2048 ms",0.8,"4/5","2 inserts",0.273706896551724,0.00227035364031004,0.0241216422014338,-0.0195809349208137
"2048 ms",0.8,"4/5","2 inserts",0.275862068965517,0.00468022497628529,0.0277862562562327,-0.0184258063036621
"2048 ms",0,"0","6 inserts",0.0280172413793103,0,0,0
"2048 ms",0,"0","6 inserts",0.0301724137931034,0,0,0
"2048 ms",0,"0","6 inserts",0.0323275862068966,0,0,0
"2048 ms",0,"0","6 inserts",0.0344827586206897,0,0,0
"2048 ms",0,"0","6 inserts",0.0366379310344828,0,0,0
"2048 ms",0,"0","6 inserts",0.0387931034482759,0,0,0
"2048 ms",0,"0","6 inserts",0.040948275862069,0,0,0
"2048 ms",0,"0","6 inserts",0.0431034482758621,0,0,0
"2048 ms",0,"0","6 inserts",0.0452586206896552,0,0,0
"2048 ms",0,"0","6 inserts",0.0474137931034483,0,0,0
"2048 ms",0,"0","6 inserts",0.0495689655172414,0,0,0
"2048 ms",0,"0","6 inserts",0.0517241379310345,0,0,0
"2048 ms",0,"0","6 inserts",0.0538793103448276,0,0,0
"2048 ms",0,"0","6 inserts",0.0560344827586207,0,0,0
"2048 ms",0,"0","6 inserts",0.0581896551724138,0,0,0
"2048 ms",0,"0","6 inserts",0.0603448275862069,0,0,0
"2048 ms",0,"0","6 inserts",0.0625,0,0,0
"2048 ms",0,"0","6 inserts",0.0646551724137931,0,0,0
"2048 ms",0,"0","6 inserts",0.0668103448275862,0,0,0
"2048 ms",0,"0","6 inserts",0.0689655172413793,0,0,0
"2048 ms",0,"0","6 inserts",0.0711206896551724,0,0,0
"2048 ms",0,"0","6 inserts",0.0732758620689655,0,0,0
"2048 ms",0,"0","6 inserts",0.0754310344827586,0,0,0
"2048 ms",0,"0","6 inserts",0.0775862068965517,0,0,0
"2048 ms",0,"0","6 inserts",0.0797413793103448,0,0,0
"2048 ms",0,"0","6 inserts",0.0818965517241379,0,0,0
"2048 ms",0,"0","6 inserts",0.084051724137931,0,0,0
"2048 ms",0,"0","6 inserts",0.0862068965517241,0,0,0
"2048 ms",0,"0","6 inserts",0.0883620689655172,0,0,0
"2048 ms",0,"0","6 inserts",0.0905172413793103,0,0,0
"2048 ms",0,"0","6 inserts",0.0926724137931034,0,0,0
"2048 ms",0,"0","6 inserts",0.0948275862068966,0,0,0
"2048 ms",0,"0","6 inserts",0.0969827586206897,0,0,0
"2048 ms",0,"0","6 inserts",0.0991379310344828,0,0,0
"2048 ms",0,"0","6 inserts",0.101293103448276,0,0,0
"2048 ms",0,"0","6 inserts",0.103448275862069,0,0,0
"2048 ms",0,"0","6 inserts",0.105603448275862,0,0,0
"2048 ms",0,"0","6 inserts",0.107758620689655,0,0,0
"2048 ms",0,"0","6 inserts",0.109913793103448,0,0,0
"2048 ms",0,"0","6 inserts",0.112068965517241,0,0,0
"2048 ms",0,"0","6 inserts",0.114224137931034,0,0,0
"2048 ms",0,"0","6 inserts",0.116379310344828,0,0,0
"2048 ms",0,"0","6 inserts",0.118534482758621,0,0,0
"2048 ms",0,"0","6 inserts",0.120689655172414,0,0,0
"2048 ms",0,"0","6 inserts",0.122844827586207,0,0,0
"2048 ms",0,"0","6 inserts",0.125,0,0,0
"2048 ms",0,"0","6 inserts",0.127155172413793,0,0,0
"2048 ms",0,"0","6 inserts",0.129310344827586,0,0,0
"2048 ms",0,"0","6 inserts",0.131465517241379,0,0,0
"2048 ms",0,"0","6 inserts",0.133620689655172,0,0,0
"2048 ms",0,"0","6 inserts",0.135775862068965,0,0,0
"2048 ms",0,"0","6 inserts",0.137931034482759,0,0,0
"2048 ms",0,"0","6 inserts",0.140086206896552,0,0,0
"2048 ms",0,"0","6 inserts",0.142241379310345,0,0,0
"2048 ms",0,"0","6 inserts",0.144396551724138,0,0,0
"2048 ms",0,"0","6 inserts",0.146551724137931,0,0,0
"2048 ms",0,"0","6 inserts",0.148706896551724,0,0,0
"2048 ms",0,"0","6 inserts",0.150862068965517,0,0,0
"2048 ms",0,"0","6 inserts",0.15301724137931,0,0,0
"2048 ms",0,"0","6 inserts",0.155172413793103,0,0,0
"2048 ms",0,"0","6 inserts",0.157327586206897,0,0,0
"2048 ms",0,"0","6 inserts",0.15948275862069,0,0,0
"2048 ms",0,"0","6 inserts",0.161637931034483,0,0,0
"2048 ms",0,"0","6 inserts",0.163793103448276,0,0,0
"2048 ms",0,"0","6 inserts",0.165948275862069,0,0,0
"2048 ms",0,"0","6 inserts",0.168103448275862,0,0,0
"2048 ms",0,"0","6 inserts",0.170258620689655,0,0,0
"2048 ms",0,"0","6 inserts",0.172413793103448,0,0,0
"2048 ms",0,"0","6 inserts",0.174568965517241,0,0,0
"2048 ms",0,"0","6 inserts",0.176724137931034,0,0,0
"2048 ms",0,"0","6 inserts",0.178879310344828,0,0,0
"2048 ms",0,"0","6 inserts",0.181034482758621,0,0,0
"2048 ms",0,"0","6 inserts",0.183189655172414,0,0,0
"2048 ms",0,"0","6 inserts",0.185344827586207,0,0,0
"2048 ms",0,"0","6 inserts",0.1875,0,0,0
"2048 ms",0,"0","6 inserts",0.189655172413793,0,0,0
"2048 ms",0,"0","6 inserts",0.191810344827586,0,0,0
"2048 ms",0,"0","6 inserts",0.193965517241379,0,0,0
"2048 ms",0,"0","6 inserts",0.196120689655172,0,0,0
"2048 ms",0,"0","6 inserts",0.198275862068966,0,0,0
"2048 ms",0,"0","6 inserts",0.200431034482759,0,0,0
"2048 ms",0,"0","6 inserts",0.202586206896552,0,0,0
"2048 ms",0,"0","6 inserts",0.204741379310345,0,0,0
"2048 ms",0,"0","6 inserts",0.206896551724138,0,0,0
"2048 ms",0,"0","6 inserts",0.209051724137931,0,0,0
"2048 ms",0,"0","6 inserts",0.211206896551724,0,0,0
"2048 ms",0,"0","6 inserts",0.213362068965517,0,0,0
"2048 ms",0,"0","6 inserts",0.21551724137931,0,0,0
"2048 ms",0,"0","6 inserts",0.217672413793103,0,0,0
"2048 ms",0,"0","6 inserts",0.219827586206897,0,0,0
"2048 ms",0,"0","6 inserts",0.22198275862069,0,0,0
"2048 ms",0,"0","6 inserts",0.224137931034483,0,0,0
"2048 ms",0,"0","6 inserts",0.226293103448276,0,0,0
"2048 ms",0,"0","6 inserts",0.228448275862069,0,0,0
"2048 ms",0,"0","6 inserts",0.230603448275862,0,0,0
"2048 ms",0,"0","6 inserts",0.232758620689655,0,0,0
"2048 ms",0,"0","6 inserts",0.234913793103448,0,0,0
"2048 ms",0,"0","6 inserts",0.237068965517241,0,0,0
"2048 ms",0,"0","6 inserts",0.239224137931034,0,0,0
"2048 ms",0,"0","6 inserts",0.241379310344828,0,0,0
"2048 ms",0,"0","6 inserts",0.243534482758621,0,0,0
"2048 ms",0,"0","6 inserts",0.245689655172414,0,0,0
"2048 ms",0,"0","6 inserts",0.247844827586207,0,0,0
"2048 ms",0,"0","6 inserts",0.25,0,0,0
"2048 ms",0,"0","6 inserts",0.252155172413793,0,0,0
"2048 ms",0,"0","6 inserts",0.254310344827586,0,0,0
"2048 ms",0,"0","6 inserts",0.256465517241379,0,0,0
"2048 ms",0,"0","6 inserts",0.258620689655172,0,0,0
"2048 ms",0,"0","6 inserts",0.260775862068966,0,0,0
"2048 ms",0,"0","6 inserts",0.262931034482759,0,0,0
"2048 ms",0,"0","6 inserts",0.265086206896552,0,0,0
"2048 ms",0,"0","6 inserts",0.267241379310345,0,0,0
"2048 ms",0,"0","6 inserts",0.269396551724138,0,0,0
"2048 ms",0,"0","6 inserts",0.271551724137931,0,0,0
"2048 ms",0,"0","6 inserts",0.273706896551724,0,0,0
"2048 ms",0,"0","6 inserts",0.275862068965517,0,0,0
"2048 ms",0.125,"1/8","6 inserts",0.0280172413793103,-0.00689430779149657,-0.00269592376211415,-0.011092691820879
"2048 ms",0.125,"1/8","6 inserts",0.0301724137931034,-0.00608286064256524,-0.00200682554545065,-0.0101588957396798
"2048 ms",0.125,"1/8","6 inserts",0.0323275862068966,-0.00390356980313062,8.34946346774754e-05,-0.00789063424093872
"2048 ms",0.125,"1/8","6 inserts",0.0344827586206897,-0.00103372669671886,0.00307831935400636,-0.00514577274744408
"2048 ms",0.125,"1/8","6 inserts",0.0366379310344828,1.83767803962932e-05,0.00420165427869619,-0.0041649007179036
"2048 ms",0.125,"1/8","6 inserts",0.0387931034482759,-0.000666639355698495,0.00336741366061019,-0.00470069237200718
"2048 ms",0.125,"1/8","6 inserts",0.040948275862069,-0.000980628644847409,0.00332693966639444,-0.00528819695608926
"2048 ms",0.125,"1/8","6 inserts",0.0431034482758621,0.000119869694252688,0.00491860820971832,-0.00467886882121294
"2048 ms",0.125,"1/8","6 inserts",0.0452586206896552,0.000932037811297318,0.00621705647389198,-0.00435298085129735
"2048 ms",0.125,"1/8","6 inserts",0.0474137931034483,0.000331178413720181,0.00574799189241282,-0.00508563506497246
"2048 ms",0.125,"1/8","6 inserts",0.0495689655172414,0.000890959095266038,0.00642593076128226,-0.00464401257075018
"2048 ms",0.125,"1/8","6 inserts",0.0517241379310345,0.00272906340472821,0.00834321913429631,-0.00288509232483989
"2048 ms",0.125,"1/8","6 inserts",0.0538793103448276,0.00388926434552491,0.009891691112034,-0.00211316242098419
"2048 ms",0.125,"1/8","6 inserts",0.0560344827586207,0.00304569864936998,0.00930528195549071,-0.00321388465675075
"2048 ms",0.125,"1/8","6 inserts",0.0581896551724138,0.00233533145710951,0.00914948017150136,-0.00447881725728234
"2048 ms",0.125,"1/8","6 inserts",0.0603448275862069,0.00298507869978953,0.0101912008148307,-0.00422104341525165
"2048 ms",0.125,"1/8","6 inserts",0.0625,0.00306804749498638,0.0104427160014712,-0.00430662101149842
"2048 ms",0.125,"1/8","6 inserts",0.0646551724137931,0.00133432215674794,0.00890106430170865,-0.00623241998821277
"2048 ms",0.125,"1/8","6 inserts",0.0668103448275862,0.00130128784824963,0.00888361579715794,-0.00628104010065869
"2048 ms",0.125,"1/8","6 inserts",0.0689655172413793,0.00231536146465676,0.0097360342545658,-0.00510531132525229
"2048 ms",0.125,"1/8","6 inserts",0.0711206896551724,0.00454238486363555,0.0114633360466258,-0.0023785663193547
"2048 ms",0.125,"1/8","6 inserts",0.0732758620689655,0.00720799178701407,0.0138671259827042,0.000548857591323955
"2048 ms",0.125,"1/8","6 inserts",0.0754310344827586,0.00652538350476011,0.0136932852881638,-0.000642518278643597
"2048 ms",0.125,"1/8","6 inserts",0.0775862068965517,0.00532379649428978,0.0127548146272567,-0.0021072216386771
"2048 ms",0.125,"1/8","6 inserts",0.0797413793103448,0.00720690794635381,0.0142243079853591,0.000189507907348514
"2048 ms",0.125,"1/8","6 inserts",0.0818965517241379,0.00860052240443041,0.015884090027694,0.00131695478116685
"2048 ms",0.125,"1/8","6 inserts",0.084051724137931,0.00832990800815706,0.015473180061886,0.00118663595442815
"2048 ms",0.125,"1/8","6 inserts",0.0862068965517241,0.00909292199991686,0.0158575038189681,0.00232834018086565
"2048 ms",0.125,"1/8","6 inserts",0.0883620689655172,0.0121325657780689,0.0188823828950822,0.00538274866105556
"2048 ms",0.125,"1/8","6 inserts",0.0905172413793103,0.0130775760954116,0.0198447275209251,0.00631042466989813
"2048 ms",0.125,"1/8","6 inserts",0.0926724137931034,0.0123953132221593,0.0185306829907778,0.00625994345354083
"2048 ms",0.125,"1/8","6 inserts",0.0948275862068966,0.0124123184088122,0.0188244904324208,0.00600014638520355
"2048 ms",0.125,"1/8","6 inserts",0.0969827586206897,0.0112660315754364,0.018242516490537,0.00428954666033591
"2048 ms",0.125,"1/8","6 inserts",0.0991379310344828,0.0111601927559556,0.0175960473051518,0.0047243382067594
"2048 ms",0.125,"1/8","6 inserts",0.101293103448276,0.0124503121681774,0.0193114244294165,0.00558919990693837
"2048 ms",0.125,"1/8","6 inserts",0.103448275862069,0.0125319184859463,0.019344705816195,0.00571913115569767
"2048 ms",0.125,"1/8","6 inserts",0.105603448275862,0.0121688776737512,0.0183469884829644,0.00599076686453805
"2048 ms",0.125,"1/8","6 inserts",0.107758620689655,0.0111494486616803,0.0173724811318128,0.00492641619154784
"2048 ms",0.125,"1/8","6 inserts",0.109913793103448,0.00835817884668286,0.0148450474606662,0.00187131023269949
"2048 ms",0.125,"1/8","6 inserts",0.112068965517241,0.00774971344418594,0.0143323405371049,0.00116708635126696
"2048 ms",0.125,"1/8","6 inserts",0.114224137931034,0.00770830085326544,0.0137271884355446,0.0016894132709863
"2048 ms",0.125,"1/8","6 inserts",0.116379310344828,0.0081294586139085,0.0139755800292951,0.00228333719852195
"2048 ms",0.125,"1/8","6 inserts",0.118534482758621,0.00857180456687071,0.0145549714732224,0.00258863766051899
"2048 ms",0.125,"1/8","6 inserts",0.120689655172414,0.00787829220828133,0.0145081463822907,0.00124843803427194
"2048 ms",0.125,"1/8","6 inserts",0.122844827586207,0.00833201295748453,0.0155241736016804,0.00113985231328863
"2048 ms",0.125,"1/8","6 inserts",0.125,0.00759144230275148,0.0147893974804664,0.000393487125036577
"2048 ms",0.125,"1/8","6 inserts",0.127155172413793,0.00659093978266743,0.0140326791378223,-0.000850799572487388
"2048 ms",0.125,"1/8","6 inserts",0.129310344827586,0.00714682943504348,0.0141797650695544,0.000113893800532569
"2048 ms",0.125,"1/8","6 inserts",0.131465517241379,0.00624124234523377,0.0128210087349193,-0.00033852404445179
"2048 ms",0.125,"1/8","6 inserts",0.133620689655172,0.00601312661215284,0.0126634711895098,-0.000637217965204103
"2048 ms",0.125,"1/8","6 inserts",0.135775862068965,0.00637083122379612,0.0132408296147227,-0.000499167167130497
"2048 ms",0.125,"1/8","6 inserts",0.137931034482759,0.00585499639773658,0.0131053265777461,-0.00139533378227291
"2048 ms",0.125,"1/8","6 inserts",0.140086206896552,0.00462591837894446,0.0119499651288291,-0.00269812837094015
"2048 ms",0.125,"1/8","6 inserts",0.142241379310345,0.00282859364072675,0.0101470411029355,-0.00448985382148201
"2048 ms",0.125,"1/8","6 inserts",0.144396551724138,0.00123530262509358,0.00887681385091378,-0.00640620860072661
"2048 ms",0.125,"1/8","6 inserts",0.146551724137931,0.000714267161756037,0.00842388980611892,-0.00699535548260684
"2048 ms",0.125,"1/8","6 inserts",0.148706896551724,-0.00137227846963963,0.00611429015055595,-0.0088588470898352
"2048 ms",0.125,"1/8","6 inserts",0.150862068965517,-0.00251212202776749,0.005282404143126,-0.010306648198661
"2048 ms",0.125,"1/8","6 inserts",0.15301724137931,-0.00155019750314912,0.00656404281815223,-0.00966443782445046
"2048 ms",0.125,"1/8","6 inserts",0.155172413793103,-0.00193776041844357,0.00626167295163667,-0.0101371937885238
"2048 ms",0.125,"1/8","6 inserts",0.157327586206897,-0.00216146144209473,0.00614340550753189,-0.0104663283917214
"2048 ms",0.125,"1/8","6 inserts",0.15948275862069,0.000196082408793471,0.00861573898867751,-0.00822357417109056
"2048 ms",0.125,"1/8","6 inserts",0.161637931034483,-0.00052806380085104,0.00822901936208693,-0.00928514696378901
"2048 ms",0.125,"1/8","6 inserts",0.163793103448276,-0.00212123145611989,0.00635913611488517,-0.010601599027125
"2048 ms",0.125,"1/8","6 inserts",0.165948275862069,-0.0020638186855431,0.00658196169491797,-0.0107095990660042
"2048 ms",0.125,"1/8","6 inserts",0.168103448275862,-0.00279014700039694,0.00544822608961504,-0.0110285200904089
"2048 ms",0.125,"1/8","6 inserts",0.170258620689655,-0.00241810591159567,0.00553826485192313,-0.0103744766751145
"2048 ms",0.125,"1/8","6 inserts",0.172413793103448,-0.00603642921091174,0.00201550172219521,-0.0140883601440187
"2048 ms",0.125,"1/8","6 inserts",0.174568965517241,-0.00764285358501557,-0.000152027373321725,-0.0151336797967094
"2048 ms",0.125,"1/8","6 inserts",0.176724137931034,-0.00674018098998479,0.000724228252985626,-0.0142045902329552
"2048 ms",0.125,"1/8","6 inserts",0.178879310344828,-0.00887118245600181,-0.00125365720865135,-0.0164887077033523
"2048 ms",0.125,"1/8","6 inserts",0.181034482758621,-0.0113596131792726,-0.00389832087061519,-0.01882090548793
"2048 ms",0.125,"1/8","6 inserts",0.183189655172414,-0.0117037601452847,-0.00433545743392372,-0.0190720628566457
"2048 ms",0.125,"1/8","6 inserts",0.185344827586207,-0.0108596290018262,-0.00343444695070093,-0.0182848110529514
"2048 ms",0.125,"1/8","6 inserts",0.1875,-0.0103138178260663,-0.00284922551565733,-0.0177784101364753
"2048 ms",0.125,"1/8","6 inserts",0.189655172413793,-0.010095714988988,-0.00272033724220931,-0.0174710927357666
"2048 ms",0.125,"1/8","6 inserts",0.191810344827586,-0.00843225524578221,-0.000974447217548228,-0.0158900632740162
"2048 ms",0.125,"1/8","6 inserts",0.193965517241379,-0.00748994833665011,0.000198869165111719,-0.0151787658384119
"2048 ms",0.125,"1/8","6 inserts",0.196120689655172,-0.0079748227469575,-0.000180211958195767,-0.0157694335357192
"2048 ms",0.125,"1/8","6 inserts",0.198275862068966,-0.00869552079572742,-0.00067699829455257,-0.0167140432969023
"2048 ms",0.125,"1/8","6 inserts",0.200431034482759,-0.00888278198911958,-0.000792896069853808,-0.0169726679083853
"2048 ms",0.125,"1/8","6 inserts",0.202586206896552,-0.0105873870549477,-0.00233292283564128,-0.0188418512742541
"2048 ms",0.125,"1/8","6 inserts",0.204741379310345,-0.0108072226804048,-0.0022219786544639,-0.0193924667063458
"2048 ms",0.125,"1/8","6 inserts",0.206896551724138,-0.00724817356194557,0.00138170958396846,-0.0158780567078596
"2048 ms",0.125,"1/8","6 inserts",0.209051724137931,-0.0073279356801534,0.00113027250842905,-0.0157861438687358
"2048 ms",0.125,"1/8","6 inserts",0.211206896551724,-0.00617586734547855,0.00257169746928684,-0.0149234321602439
"2048 ms",0.125,"1/8","6 inserts",0.213362068965517,-0.00473865235916926,0.00415997317879551,-0.013637277897134
"2048 ms",0.125,"1/8","6 inserts",0.21551724137931,-0.00573674796584367,0.00236036822351634,-0.0138338641552037
"2048 ms",0.125,"1/8","6 inserts",0.217672413793103,-0.00673326026364196,0.00115185968980396,-0.0146183802170879
"2048 ms",0.125,"1/8","6 inserts",0.219827586206897,-0.00738512350101598,0.000557926111392605,-0.0153281731134246
"2048 ms",0.125,"1/8","6 inserts",0.22198275862069,-0.00645385286052506,0.00141739139056758,-0.0143250971116177
"2048 ms",0.125,"1/8","6 inserts",0.224137931034483,-0.00598538796114552,0.00194964759354734,-0.0139204235158384
"2048 ms",0.125,"1/8","6 inserts",0.226293103448276,-0.00377325566131404,0.00425433971780359,-0.0118008510404317
"2048 ms",0.125,"1/8","6 inserts",0.228448275862069,0.000582174456381257,0.00857414412200617,-0.00740979520924365
"2048 ms",0.125,"1/8","6 inserts",0.230603448275862,0.004309642627003,0.012019303301828,-0.003400018047822
"2048 ms",0.125,"1/8","6 inserts",0.232758620689655,0.00265521120140321,0.0101333013577773,-0.00482287895497089
"2048 ms",0.125,"1/8","6 inserts",0.234913793103448,0.000453679359427014,0.00780179761016608,-0.00689443889131205
"2048 ms",0.125,"1/8","6 inserts",0.237068965517241,0.000758270435794975,0.00810919429998502,-0.00659265342839507
"2048 ms",0.125,"1/8","6 inserts",0.239224137931034,0.00084501240334495,0.00774518303349699,-0.00605515822680709
"2048 ms",0.125,"1/8","6 inserts",0.241379310344828,-0.00017020251369412,0.00673944358492338,-0.00707984861231162
"2048 ms",0.125,"1/8","6 inserts",0.243534482758621,0.0017719314991746,0.00907063276555532,-0.00552676976720612
"2048 ms",0.125,"1/8","6 inserts",0.245689655172414,0.00227539419240877,0.0098111231093845,-0.00526033472456696
"2048 ms",0.125,"1/8","6 inserts",0.247844827586207,0.00240398600855256,0.0103497654408523,-0.00554179342374716
"2048 ms",0.125,"1/8","6 inserts",0.25,0.00417773846267374,0.0128000246950841,-0.00444454776973659
"2048 ms",0.125,"1/8","6 inserts",0.252155172413793,0.00718965399131765,0.0160920369217585,-0.00171272893912319
"2048 ms",0.125,"1/8","6 inserts",0.254310344827586,0.00866326104632188,0.0171022104593707,0.000224311633273078
"2048 ms",0.125,"1/8","6 inserts",0.256465517241379,0.00744295281427872,0.0156798148433485,-0.000793909214791102
"2048 ms",0.125,"1/8","6 inserts",0.258620689655172,0.00671864689980742,0.0147550954874917,-0.00131780168787691
