"id","tITI","power","label"
"sub-05","32 ms",1.35443851734348,"Fast (0.17)"
"sub-05","32 ms",2.81144990692753,"Slow (0.07)"
"sub-05","32 ms",1.46106405294924,"Rest (0.01)"
"sub-05","2048 ms",1.02107455517497,"Fast (0.17)"
"sub-05","2048 ms",2.8439113723933,"Slow (0.07)"
"sub-05","2048 ms",0.666738680624086,"Rest (0.01)"
"sub-05","Rest Pre S1",1.00891270187342,"Fast (0.17)"
"sub-05","Rest Pre S1",1.76936095802628,"Slow (0.07)"
"sub-05","Rest Pre S1",2.80093502439641,"Rest (0.01)"
"sub-06","32 ms",1.4095174249359,"Fast (0.17)"
"sub-06","32 ms",1.720110847982,"Slow (0.07)"
"sub-06","32 ms",2.02455604333111,"Rest (0.01)"
"sub-06","2048 ms",0.75553386743009,"Fast (0.17)"
"sub-06","2048 ms",2.29621790260608,"Slow (0.07)"
"sub-06","2048 ms",1.7396652182533,"Rest (0.01)"
"sub-06","Rest Pre S1",0.528746665272016,"Fast (0.17)"
"sub-06","Rest Pre S1",3.93502492279552,"Slow (0.07)"
"sub-06","Rest Pre S1",2.04465943813599,"Rest (0.01)"
"sub-07","32 ms",1.08973618970978,"Fast (0.17)"
"sub-07","32 ms",2.66707573598206,"Slow (0.07)"
"sub-07","32 ms",0.81411617048904,"Rest (0.01)"
"sub-07","2048 ms",0.955196840156602,"Fast (0.17)"
"sub-07","2048 ms",2.83002654497981,"Slow (0.07)"
"sub-07","2048 ms",0.855611619098711,"Rest (0.01)"
"sub-07","Rest Pre S1",0.891113604135576,"Fast (0.17)"
"sub-07","Rest Pre S1",1.60958178935795,"Slow (0.07)"
"sub-07","Rest Pre S1",2.88074176363901,"Rest (0.01)"
"sub-08","32 ms",0.697306788940299,"Fast (0.17)"
"sub-08","32 ms",2.42996133675855,"Slow (0.07)"
"sub-08","32 ms",3.25148697966185,"Rest (0.01)"
"sub-08","2048 ms",1.23029970864956,"Fast (0.17)"
"sub-08","2048 ms",1.3192038237639,"Slow (0.07)"
"sub-08","2048 ms",2.04088124924494,"Rest (0.01)"
"sub-08","Rest Pre S1",1.06469739036109,"Fast (0.17)"
"sub-08","Rest Pre S1",2.21180326866412,"Slow (0.07)"
"sub-08","Rest Pre S1",3.01783473834516,"Rest (0.01)"
"sub-09","32 ms",1.08774136029986,"Fast (0.17)"
"sub-09","32 ms",1.48596390154677,"Slow (0.07)"
"sub-09","32 ms",0.929010475704001,"Rest (0.01)"
"sub-09","2048 ms",0.798846129726259,"Fast (0.17)"
"sub-09","2048 ms",2.31257823548153,"Slow (0.07)"
"sub-09","2048 ms",1.75737195779549,"Rest (0.01)"
"sub-09","Rest Pre S1",1.62083267500856,"Fast (0.17)"
"sub-09","Rest Pre S1",0.839056214214174,"Slow (0.07)"
"sub-09","Rest Pre S1",2.11979934180516,"Rest (0.01)"
"sub-10","32 ms",1.14393577796755,"Fast (0.17)"
"sub-10","32 ms",2.01590561382825,"Slow (0.07)"
"sub-10","32 ms",1.27930655634193,"Rest (0.01)"
"sub-10","2048 ms",0.532869489999384,"Fast (0.17)"
"sub-10","2048 ms",2.86244286939922,"Slow (0.07)"
"sub-10","2048 ms",1.54149337092682,"Rest (0.01)"
"sub-10","Rest Pre S1",0.619744169695421,"Fast (0.17)"
"sub-10","Rest Pre S1",1.28472481728889,"Slow (0.07)"
"sub-10","Rest Pre S1",3.06536273263811,"Rest (0.01)"
"sub-11","32 ms",0.902514967444646,"Fast (0.17)"
"sub-11","32 ms",2.8924489729962,"Slow (0.07)"
"sub-11","32 ms",1.88405414206886,"Rest (0.01)"
"sub-11","2048 ms",0.801203674904049,"Fast (0.17)"
"sub-11","2048 ms",3.62965335606073,"Slow (0.07)"
"sub-11","2048 ms",1.28906975530187,"Rest (0.01)"
"sub-11","Rest Pre S1",0.846090140592881,"Fast (0.17)"
"sub-11","Rest Pre S1",2.01756485237754,"Slow (0.07)"
"sub-11","Rest Pre S1",2.33137498275862,"Rest (0.01)"
"sub-12","32 ms",1.06109932136638,"Fast (0.17)"
"sub-12","32 ms",1.63213525607044,"Slow (0.07)"
"sub-12","32 ms",1.8518808920125,"Rest (0.01)"
"sub-12","2048 ms",0.80170570043151,"Fast (0.17)"
"sub-12","2048 ms",3.39251536791781,"Slow (0.07)"
"sub-12","2048 ms",1.95818513959314,"Rest (0.01)"
"sub-12","Rest Pre S1",0.832918763403759,"Fast (0.17)"
"sub-12","Rest Pre S1",2.24683772598923,"Slow (0.07)"
"sub-12","Rest Pre S1",1.40879582133883,"Rest (0.01)"
"sub-13","32 ms",1.41617067612827,"Fast (0.17)"
"sub-13","32 ms",2.48056783614602,"Slow (0.07)"
"sub-13","32 ms",1.55861297232989,"Rest (0.01)"
"sub-13","2048 ms",1.75288452898089,"Fast (0.17)"
"sub-13","2048 ms",1.76028555784656,"Slow (0.07)"
"sub-13","2048 ms",1.53125814975178,"Rest (0.01)"
"sub-13","Rest Pre S1",1.27673995031308,"Fast (0.17)"
"sub-13","Rest Pre S1",1.65963156009593,"Slow (0.07)"
"sub-13","Rest Pre S1",2.25761902961041,"Rest (0.01)"
"sub-14","32 ms",0.995421331499812,"Fast (0.17)"
"sub-14","32 ms",1.55770941248264,"Slow (0.07)"
"sub-14","32 ms",2.52112439948029,"Rest (0.01)"
"sub-14","2048 ms",0.548853085811735,"Fast (0.17)"
"sub-14","2048 ms",1.52896386570023,"Slow (0.07)"
"sub-14","2048 ms",2.58098199776803,"Rest (0.01)"
"sub-14","Rest Pre S1",0.470111078810019,"Fast (0.17)"
"sub-14","Rest Pre S1",2.30158603508996,"Slow (0.07)"
"sub-14","Rest Pre S1",2.59082789887187,"Rest (0.01)"
"sub-15","32 ms",2.89349226717827,"Fast (0.17)"
"sub-15","32 ms",0.900126786185925,"Slow (0.07)"
"sub-15","32 ms",1.23918569684256,"Rest (0.01)"
"sub-15","2048 ms",1.28850213973279,"Fast (0.17)"
"sub-15","2048 ms",2.34419750368852,"Slow (0.07)"
"sub-15","2048 ms",0.896351717700308,"Rest (0.01)"
"sub-15","Rest Pre S1",1.05342243583223,"Fast (0.17)"
"sub-15","Rest Pre S1",1.20395911955725,"Slow (0.07)"
"sub-15","Rest Pre S1",2.20012413633049,"Rest (0.01)"
"sub-16","32 ms",1.16407141442361,"Fast (0.17)"
"sub-16","32 ms",0.931987726942027,"Slow (0.07)"
"sub-16","32 ms",1.96314381592956,"Rest (0.01)"
"sub-16","2048 ms",0.740734806068454,"Fast (0.17)"
"sub-16","2048 ms",1.8223680222865,"Slow (0.07)"
"sub-16","2048 ms",2.19347547793885,"Rest (0.01)"
"sub-16","Rest Pre S1",0.742262555918032,"Fast (0.17)"
"sub-16","Rest Pre S1",2.53393491967199,"Slow (0.07)"
"sub-16","Rest Pre S1",2.49085879075629,"Rest (0.01)"
"sub-17","32 ms",2.40656008170092,"Fast (0.17)"
"sub-17","32 ms",1.44656529081843,"Slow (0.07)"
"sub-17","32 ms",1.27297011912501,"Rest (0.01)"
"sub-17","2048 ms",0.953510998346932,"Fast (0.17)"
"sub-17","2048 ms",2.98776508885922,"Slow (0.07)"
"sub-17","2048 ms",1.43804954988398,"Rest (0.01)"
"sub-17","Rest Pre S1",1.53655987487376,"Fast (0.17)"
"sub-17","Rest Pre S1",1.64346766645245,"Slow (0.07)"
"sub-17","Rest Pre S1",1.31531688418141,"Rest (0.01)"
"sub-18","32 ms",1.35238460619448,"Fast (0.17)"
"sub-18","32 ms",1.41239836446822,"Slow (0.07)"
"sub-18","32 ms",2.98666018994759,"Rest (0.01)"
"sub-18","2048 ms",0.673395769252786,"Fast (0.17)"
"sub-18","2048 ms",3.02804340356148,"Slow (0.07)"
"sub-18","2048 ms",2.59223649890649,"Rest (0.01)"
"sub-18","Rest Pre S1",0.534033620440698,"Fast (0.17)"
